"Income","Race","Sex","Birth.Country"
164488,"White","Male","United-States"
297991,"Asian-Pac-Islander","Female","United-States"
478315,"Black","Female","United-States"
34832,"White","Male","United-States"
67804,"Black","Male","United-States"
34568,"White","Male","United-States"
47151,"White","Female","United-States"
120617,"Black","Female","United-States"
318046,"White","Male","United-States"
363963,"White","Female","United-States"
92811,"White","Male","United-States"
33678,"White","Male","United-States"
66118,"White","Female","United-States"
160474,"White","Female","United-States"
159960,"White","Female","United-States"
242987,"White","Male","Columbia"
232719,"White","Male","United-States"
103153,"White","Male","United-States"
162187,"White","Male","United-States"
207391,"White","Male","United-States"
176673,"Black","Female","United-States"
356882,"White","Male","United-States"
427686,"White","Male","Mexico"
191196,"White","Male",""
377798,"White","Male","United-States"
43712,"White","Male","United-States"
205939,"White","Male","United-States"
161691,"White","Female","United-States"
346034,"White","Male","Mexico"
144460,"White","Male","Italy"
153663,"White","Male","United-States"
262617,"White","Male","United-States"
173851,"White","Male","United-States"
126540,"White","Female","United-States"
117963,"White","Male","United-States"
219737,"White","Female","United-States"
328466,"White","Male","Mexico"
138852,"White","Male","United-States"
195532,"White","Female","United-States"
188246,"White","Male","United-States"
138162,"White","Male","United-States"
110714,"White","Female","United-States"
123075,"White","Male","United-States"
330466,"Asian-Pac-Islander","Male","Hong"
254304,"White","Male","United-States"
435842,"White","Male","United-States"
118657,"White","Male","United-States"
278188,"White","Female","United-States"
233777,"White","Male","Mexico"
328466,"White","Male","United-States"
176580,"White","Male","Mexico"
156608,"White","Female","United-States"
172415,"Black","Female","United-States"
194951,"Asian-Pac-Islander","Male","Ireland"
318921,"White","Female","United-States"
189462,"White","Male","United-States"
192813,"White","Male","United-States"
199136,"White","Male","Germany"
156805,"Black","Male","United-States"
93318,"White","Female","United-States"
121966,"White","Female","United-States"
347336,"White","Male","United-States"
205950,"White","Male","United-States"
212143,"White","Female","United-States"
187821,"White","Male","United-States"
250807,"Black","Female","United-States"
291755,"White","Male","United-States"
36077,"White","Male","United-States"
119793,"White","Male","Portugal"
184655,"White","Male","United-States"
162256,"White","Female","United-States"
204405,"White","Male","United-States"
133355,"White","Male","United-States"
89559,"White","Female","United-States"
115066,"White","Male","United-States"
139514,"Black","Male","Dominican-Republic"
200316,"White","Male","United-States"
166502,"White","Female","United-States"
226422,"White","Male","United-States"
251305,"White","Male","United-States"
190482,"White","Male","United-States"
122215,"White","Male","United-States"
248356,"White","Female","United-States"
214594,"White","Male","United-States"
220460,"White","Male","United-States"
174043,"White","Male","United-States"
137547,"Asian-Pac-Islander","Male","Philippines"
111959,"White","Male","Scotland"
40641,"White","Male","United-States"
205940,"White","Female","United-States"
265077,"White","Female","United-States"
395736,"White","Male","United-States"
306225,"Asian-Pac-Islander","Female","Japan"
180299,"White","Male","United-States"
214896,"White","Female","El-Salvador"
273792,"White","Male","United-States"
224474,"White","Female","United-States"
271431,"Black","Male","United-States"
150171,"White","Female","United-States"
381789,"White","Male","United-States"
170984,"White","Male","United-States"
108256,"White","Male","United-States"
23789,"White","Female","United-States"
176321,"White","Female","United-States"
260425,"White","Female","United-States"
248059,"White","Male","United-States"
56248,"White","Male","United-States"
199763,"White","Male","United-States"
200047,"White","Male","United-States"
191712,"White","Male","United-States"
156033,"White","Male","United-States"
173736,"White","Male","United-States"
135458,"Black","Female","United-States"
185660,"White","Female","United-States"
222005,"White","Male","United-States"
161510,"White","Male","United-States"
186303,"White","Male","United-States"
143533,"Black","Female","United-States"
288154,"White","Male","United-States"
325372,"White","Male","Portugal"
379959,"White","Female","United-States"
168387,"White","Male","United-States"
234640,"White","Female","United-States"
232475,"White","Male","United-States"
205152,"White","Male","United-States"
112115,"White","Male","United-States"
183854,"White","Female","United-States"
164386,"White","Male","United-States"
149620,"Black","Male","United-States"
199590,"White","Male",""
83742,"White","Female","United-States"
65080,"White","Male","United-States"
191335,"White","Male","United-States"
227778,"White","Female","United-States"
48280,"White","Female","United-States"
66304,"White","Male","United-States"
45834,"White","Female","United-States"
298995,"Black","Female","United-States"
161950,"White","Female","United-States"
98776,"White","Female","United-States"
102268,"White","Male","United-States"
180771,"Amer-Indian-Eskimo","Female","Mexico"
203992,"White","Male","United-States"
206878,"White","Female","United-States"
110622,"Asian-Pac-Islander","Female","Philippines"
203334,"White","Female","United-States"
50483,"White","Male","United-States"
274502,"White","Female","United-States"
208068,"Other","Male","Mexico"
168098,"White","Male","United-States"
213307,"White","Female","United-States"
175128,"White","Male","United-States"
40955,"White","Male","United-States"
60890,"White","Male","United-States"
102686,"White","Male","United-States"
190273,"White","Male","United-States"
176185,"White","Male","United-States"
304504,"White","Male","United-States"
390657,"Black","Male","United-States"
41381,"White","Female","United-States"
101432,"White","Male","United-States"
190682,"Black","Female","United-States"
158993,"Black","Female","United-States"
117798,"White","Male","United-States"
137554,"White","Male","United-States"
71556,"White","Male",""
257416,"Black","Male","United-States"
195617,"White","Female","United-States"
236318,"White","Male","United-States"
42251,"White","Male","United-States"
257933,"White","Female","United-States"
109133,"White","Male","United-States"
261943,"White","Male","Honduras"
139057,"Asian-Pac-Islander","Male","United-States"
237943,"White","Male","United-States"
98611,"White","Male","Poland"
128092,"White","Female","United-States"
284317,"White","Female","United-States"
185041,"White","Male","United-States"
223214,"White","Male","United-States"
173664,"White","Male","United-States"
269665,"White","Female","United-States"
121521,"White","Male","United-States"
199713,"White","Male","United-States"
193689,"White","Male","United-States"
181974,"White","Female",""
485710,"White","Female","United-States"
185647,"White","Male","United-States"
30673,"White","Male","United-States"
160467,"White","Female","United-States"
186819,"White","Male","United-States"
67234,"White","Male","United-States"
30673,"White","Male","United-States"
114648,"Black","Male","United-States"
182117,"White","Male","United-States"
222966,"Black","Female","United-States"
201495,"White","Male","United-States"
301229,"White","Female","United-States"
157747,"White","Male","United-States"
155382,"White","Female","United-States"
268083,"White","Female","United-States"
113987,"White","Female","United-States"
216984,"Asian-Pac-Islander","Female","United-States"
177669,"White","Male","United-States"
164190,"White","Male","United-States"
355645,"Black","Male","United-States"
134152,"Black","Male","United-States"
63079,"Black","Female","United-States"
217597,"White","Male",""
381895,"White","Female","United-States"
403910,"White","Male","United-States"
179010,"White","Male","United-States"
436163,"White","Male","United-States"
321709,"White","Female","United-States"
153918,"White","Male","United-States"
