Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
Acadia National Park,Vascular Plant,Poales,Poaceae,Glyceria borealis,"Northern Mannagrass, Small Floating Manna Grass, Small Floating Mannagrass",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Glyceria canadensis,Rattlesnake Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Glyceria fluitans,Floating Mannagrass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Glyceria grandis,Reed Meadow Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Glyceria melicaria,Slender Mannagrass,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Glyceria obtusa,Blunt Mannagrass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Glyceria striata,Fowl-Meadow Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Hierochloe odorata,Sweetgrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Hordeum jubatum,Squirrel-Tail Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Hordeum vulgare,Barley,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Leersia oryzoides,Rice Cutgrass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Leymus mollis,"Sea Lyme Grass, Strand Wheat",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Lolium arundinaceum,Fescue,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Lolium multiflorum,Italian Ryegrass,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Lolium perenne,"Common Darnel, Perennial Ryegrass",Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Lolium pratense,Taller Fescue,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Molinia caerulea,Moorgrass,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Muhlenbergia glomerata,Wild Timothy,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Muhlenbergia schreberi,"Dropseed, Nimble Will",Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Muhlenbergia uniflora,Bog Muhly,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Oryzopsis asperifolia,Rough Mountain Rice,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Oryzopsis canadensis,Canadian Ricegrass,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Oryzopsis pungens,Mountain Ricegrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Panicum boreale,Northern Panic Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Panicum capillare,Old-Witch Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Panicum depauperatum,Panic Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Panicum dichotomum,Forked Panic Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Panicum linearifolium,Panic Grass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Panicum miliaceum,Panic Millet,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Phalaris arundinacea,Reed Canary Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Phleum pratense,Common Timothy,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Phragmites australis,Common Reed,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Poa annua,Annual Bluegrass,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Poa compressa,Canada Bluegrass,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Poa nemoralis,Wood Meadow Grass,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Poa palustris,Fowl Bluegrass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Poa pratensis,Kentucky Bluegrass,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Poa pratensis ssp. angustifolia,Slender-Leaved Bluegrass,Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Poa saltuensis,Meadow Grass,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Puccinellia fasciculata,Torrey Alkaligrass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Puccinellia maritima,Common Alkali Grass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Puccinellia tenella ssp. alaskana,Tundra Alkaligrass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Schizachne purpurascens,"False Melic, False Melic Grass",Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Schizachyrium scoparium,"Broom Beardgrass, Bluestem",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Secale cereale,Rye,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Setaria italica,German Millet,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Setaria pumila,Foxtail,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Setaria viridis,Millet,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Spartina alterniflora,Salt-Water Cord Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Spartina patens,Salt-Mmeadow Grass,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Spartina pectinata,Fresh-Water Cord Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Spartina X caespitosa,Marsh Cord Grass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Torreyochloa pallida,Pale Mannagrass,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Trisetum spicatum,Narrow False Oat,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Triticum aestivum,Wheat,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Poales,Poaceae,Zizania aquatica,Wild Rice,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Sparganium americanum,Lesser Bur Reed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Sparganium androcladum,Bur Reed,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Sparganium angustifolium,Narrow-Leaved Bur Reed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Sparganium erectum,Bur Reed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Sparganium fluctuans,Bur Reed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Sparganium natans,Least Bur Reed,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Typha angustifolia,Narrow-Leaved Cattail,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Typhaceae,Typha latifolia,Common Cattail,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Poales,Xyridaceae,Xyris difformis,Yellow-Eyed Grass,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Poales,Xyridaceae,Xyris montana,Dwarf Yellow-Eyed Grass,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Polypodiales,Aspleniaceae,Asplenium trichomanes,Maidenhair Spleenwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Polypodiales,Blechnaceae,Woodwardia virginica,Virginian Chain Fern,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Polypodiales,Dennstaedtiaceae,Dennstaedtia punctilobula,Hay-Scented Fern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Polypodiales,Dennstaedtiaceae,Pteridium aquilinum var. latiusculum,Eastern Bracken,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris campyloptera,Mountain Wood Fern,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris carthusiana,Toothed Wood Fern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris clintoniana,Clinton's Wood Fern,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris cristata,Crested Wood Fern,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris fragrans,Fragrant Cliff Fern,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris intermedia,Evergreen Wood Fern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris marginalis,Marginal Shield Fern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Dryopteris X triploidea,Wood Fern,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Polypodiales,Dryopteridaceae,Polystichum acrostichoides,Christmas Fern,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Onocleaceae,Onoclea sensibilis,"Sensitive Fern, Beadfern",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Polypodiales,Polypodiaceae,Polypodium appalachianum,Appalachian Polypody,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Polypodiaceae,Polypodium virginianum,Rock Polypody,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Thelypteridaceae,Phegopteris connectilis,"Long Beech Fern, Spearhead Fern",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Thelypteridaceae,Thelypteris noveboracensis,New York Fern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Polypodiales,Thelypteridaceae,Thelypteris palustris var. pubescens,Marsh Fern,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Thelypteridaceae,Thelypteris simulata,Massachusetts Fern,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Polypodiales,Woodsiaceae,Athyrium filix-femina ssp. angustum,Lady Fern,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Woodsiaceae,Cystopteris fragilis,Upland Brittle Fern,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Polypodiales,Woodsiaceae,Cystopteris tenuis,Upland Brittle Fern,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Polypodiales,Woodsiaceae,Deparia acrostichoides,Silvery Spleenwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Polypodiales,Woodsiaceae,Gymnocarpium dryopteris,"Oak Fern, Triplet Fern",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Polypodiales,Woodsiaceae,Woodsia ilvensis,Rusty Woodsia,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Berberidaceae,Berberis thunbergii,Japanese Barberry,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Ranunculales,Berberidaceae,Berberis vulgaris,Common Barberry,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Papaveraceae,Adlumia fungosa,"Allegheny Vine, Climbing Fumitory, Mountain-Fringe",Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ranunculales,Papaveraceae,Chelidonium majus,Celandine,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Papaveraceae,Corydalis sempervirens,Pale Or Pink Corydalis,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Papaveraceae,Fumaria officinalis,Fumitory,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Actaea pachypoda,"White Baneberry, Doll's Eyes",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Actaea rubra,Red Baneberry,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Anemone quinquefolia,"Wood Anemone, Windflower",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Aquilegia canadensis,Wild Columbine,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Aquilegia vulgaris,Garden Columbine,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Caltha palustris,"Marsh Marigold, Cowslip",Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Clematis virginiana,Virgin's Bower,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Coptis trifolia,Goldthread,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus abortivus,Small-Flowered Crowfoot,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus acris,Tall Buttercup,Approved,Present,Unknown,Common,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus aquatilis var. diffusus,White Water Buttercup,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus bulbosus,Bulbous Buttercup,Approved,Not Confirmed,Unknown,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus cymbalaria,Seaside Crowfoot,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus flammula var. reptans,Creeping Spearwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus recurvatus,Hooked Crowfoot,Approved,Not Confirmed,Unknown,,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Ranunculus repens,Creeping Buttercup,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Thalictrum pubescens,Tall Meadow Rue,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Ranunculales,Ranunculaceae,Xanthorhiza simplicissima,Shrub Yellowroot,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Rosales,Cannabaceae,Humulus lupulus,Common Hop,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Rosales,Rhamnaceae,Frangula alnus,Alder Buckthorn,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Rosales,Rhamnaceae,Rhamnus cathartica,Common Buckthorn,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Agrimonia gryposepala,Agrimony,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier arborea,Common Shadbush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier bartramiana,Mountain Shadbush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier canadensis,Swamp Shadbush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier interior,Shadbush,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier laevis,Smooth Shadbush,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier nantucketensis,Shadbush,Approved,Present,Native,Rare,,Species of Concern
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier sanguinea,Gaspe Shadbush,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier stolonifera,Running Shadbush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Amelanchier X intermedia,Shadbush,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Argentina anserina,Silverweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Argentina egedii ssp. groenlandica,Coastal Silverweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Aruncus dioicus,Goat's Beard,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Comarum palustre,"Marsh Cinquefoil, Purple Cinquefoil",Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus brainerdii,Hawthorn,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus brunetiana,Hawthorn,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus chrysocarpa,Hawthorn,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus crus-galli,Hawthorn,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus jonesiae,Hawthorn,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus macracantha,Hawthorn,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus macrosperma,Hawthorn,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Rosales,Rosaceae,Crataegus monogyna,"Oneseed Hawthorn, Singleseed Hawthorn",Approved,Present,Native,Occasional,,
